"JointSubmissionId","Institution","UnitOfAssessment","MultipleSubmission","StaffIdentifier","OutputNumber","Year","OutputType","LongTitle","ShortTitle","Pagination","Publisher","Editors","ISBN","PublicationDate","EndDate","URL","DOI","OtherDetails","EnglishAbstract","ResearchGroup","IsInterdisciplinary","NumberofAdditionalAuthors","CoAuthor1","CoAuthor1External","CoAuthor2","CoAuthor2External","CoAuthor3","CoAuthor3External"
,"0149",34,,930738,1,2006,"A","Macroeconomics: Imperfections, Institutions and Policies",,"810","Oxford University Press",,"0198776225",,,,,"Although written to be accessible to advanced undergraduates, this also presents research output. Examples of original material are: the treatment of monetary policy in Chapter 5 also published separately; and the unified treatment of short- and medium-run results for interdependent economies (Ch12) and of the New Keynesian model (Ch15).",,,False,0,"Soskice,D.",True,"---",False,"---",False
,"0149",34,,930739,2,,"D","<p>Estimating Distributions of Treatment Effects with an Application to the Returns to Schooling and Measurement of the Effects of Uncertainty on College Choice</p>","44 (2)","361-422","International Economic Review",,"0020-6598",2003-May-01,,"http://www.ingentaconnect.com/content/bpl/iere/2003/00000044/00000002/art00001;jsessionid=d4m5t3gg72ar9.henrietta","10.1111/1468-2354.t01-1-00074",,,,False,0,"---",False,"Hansen,K",True,"Heckman,J.",True
,"0149",34,,930739,1,,"D","Labor Market Discrimination and Racial Differences in Pre-Market Factors","48 (1)","1-39","Journal of Law and Economics",,"0022-2186",2005-Apr-01,,"http://www.journals.uchicago.edu/JLE/journal/issues/v48n1/480105/480105.html","10.1086/426878",,,,False,0,"Heckman,J",True,"Masterov,D.",True,"---",False
,"0149",34,,930739,3,,"D","The Evidence on Credit Constraints in Post-Secondary Schooling","112 (482)","989-1018","The Economic Journal",,"0013-0133",2002-Oct-01,,"http://www.ingentaconnect.com/content/bpl/ecoj/2002/00000112/00000482/art00001;jsessionid=d4m5t3gg72ar9.henrietta","10.1111/1468-0297.00075",,,,False,0,"Heckman,J.",True,"---",False,"---",False
,"0149",34,,930739,4,2003,"C","Human capital policy","Inequality in America - What Role for Human Capital Policies","77-240","MIT Press","Heckman,J.,Krueger,A.B. Benjamin Friedman","0-262-58260-0",,,"http://mitpress.mit.edu/catalog/item/default.asp?ttype=2&tid=10751",,,,,False,0,"Heckman,J.",True,"---",False,"---",False
,"0149",34,,930740,1,,"D","Identification in nonseparable models","71","1404-1441","Econometrica",,"0012-9682",2003-Sep-01,,,"10.1111/1468-0262.00454",,,,False,0,,,,,,
,"0149",34,,930740,3,,"D","Welfare Measurement and Measurement Error","69","357-378","Review of Economic Studies",,"0034-6527",2002-Apr-01,,,"10.1111/1467-937X.00209",,,,False,0,"Schluter,C.",True,"---",False,"---",False
,"0149",34,,930740,4,,"D","Taste Variation in Discrete Choice Models","69","148-167","Review of Economic Studies",,"0034-6527",2002-Jan-01,,,"10.1111/1467-937X.00201",,,,False,0,"Santos Silva,J.",True,"---",False,"---",False
,"0149",34,,930740,2,,"D","Nonparametric Identification Under Discrete Variation","73","1525-1550","Econometrica",,"0012-9682",2005-Sep-01,,,"10.1111/j.1468-0262.2005.00628.x",,,,False,0,,,,,,
,"0149",34,,930741,1,,"H","<p>Sequential equilibrium in monotone games: Theory-based analysis of experimental data</p>",,,,,,2006-Dec-01,,"http://else.econ.ucl.ac.uk/papers/uploaded/232.pdf",,"Revised and resubmitted to Journal of Economic Theory",,,False,0,"---",False,"Gale,D",True,"Kariv,S.",True
,"0149",34,,930741,2,,"H","<p>Consistency and Heterogeneity of Individual Behavior under Uncertainty</p>",,,,,"0002-8282",2007-Jan-18,,"http://else.econ.ucl.ac.uk/papers/uploaded/244.pdf",,"Forthcoming in the American Economic Review. ",,,False,0,"Fisman,R",True,"Gale,D",True,"Kariv,S.",True
,"0149",34,,930741,3,,"D","Revealing Preferences Graphically: An Old Method Gets a New Tool Kit","97 (2)","153-158","American Economic Review Papers and Proceedings",,"0002-8282",2007-May-01,,"http://www.atypon-link.com/AEAP/doi/pdfplus/10.1257/aer.97.2.153","10.1257/aer.97.2.153",,,,False,0,"Fisman,R",True,"Gale,D",True,"Kariv,S.",False
,"0149",34,,930742,1,,"D","Efficiency of Large Double Auctions","74 (1)","47-92","Econometrica",,"0012-9682",2006-Jan-01,,,"10.1111/j.1468-0262.2006.00649.x",,,,False,0,"Swinkels,J.M.",True,"---",False,"---",False
,"0149",34,,930742,4,,"D","Imperfect Monitoring and Impermanent Reputations","72 (2)","407-432","Econometrica",,"0012-9682",2004-Mar-01,,,"10.1111/j.1468-0262.2004.00496.x",,,,False,0,"Mailath,G.M",True,"Samuelson,L.",True,"---",False
,"0149",34,,930742,2,,"D","Reputation with Equal Discounting in Repeated Games with Strictly Conflicting Interests","121 (2)","259-272","Journal of Economic Theory",,"0022-0531",2005-Apr-01,,,"10.1016/j.jet.2004.04.009",,,,False,0,"Dekel,E",True,"Pesendorfer,W.",True,"---",False
,"0149",34,,930742,3,,"D","Strategic Experimentation with Exponential Bandits","73 (1)","39-68","Econometrica",,"0012-9682",2005-Jan-01,,,"10.1111/j.1468-0262.2005.00564.x",,,,False,1,"Keller,G",True,"Rady,S",True,"---",False
,"0149",34,,930743,2,,"D","Language Proficiency and Labour Market Performance of Immigrants in the UK","113","695-717","Economic Journal",,"0013-0133",2003-Jan-01,,,"10.1111/1468-0297.t01-1-00151",,,,False,0,"Fabbri,F.",False,,,,
,"0149",34,,930743,3,,"D","Language Fluency and Earnings: Estimation with Misclassified Language Indicators","83","663-674","Review of Economics and Statistics",,"0034-6535",2001-Jan-01,,,"10.1162/003465301753237740",,,,False,0,"Vansoest,A.",True,"---",False,"---",False
,"0149",34,,930743,1,,"D","Wages, experience and seniority","72 (1)","77-108","Review of Economic Studies",,"0034-6527",2005-Jan-01,,,"10.1111/0034-6527.00325",,,,False,0,"Meghir,C.",False,,,,
,"0149",34,,930743,4,,"D","Strange Bids: Bidding Behaviour in the United Kingdom's Third Generation Spectrum Auction","115","551-578","Economic Journal",,"0013-0133",2005-Jan-01,,,"10.1111/j.1468-0297.2005.01008.x","Received prize for the best paper published in the EJ in 2005.",,,False,0,"Borgers,T",False,,,,
,"0149",34,,930744,1,,"D","Comparing Density Forecasts via Weighted Likelihood Ratio Tests","25 (2)","177-190","Journal of Business and Economic Statistics",,"0735-0015",2007-Apr-01,,,"10.1198/073500106000000332",,,,False,0,"Amisano,G",True,"---",False,"---",False
,"0149",34,,930744,2,,"D","Tests of Conditional Predictive Ability","74 (6)","1545-1578","Econometrica",,"0012-9682",2006-Nov-01,,,"10.1111/j.1468-0262.2006.00718.x",,,,False,0,"White,H.",True,"---",False,"---",False
,"0149",34,,930744,3,,"D","Aggregation of Space-Time Processes","118 (1)","7-26","Journal of Econometrics",,"0304-4076",2004-Jan-01,,,"10.1016/S0304-4076(03)00132-5",,,,False,0,"Granger,C.",True,"---",False,"---",False
,"0149",34,,930744,4,,"D","Evaluation and Combination of Conditional Quantile Forecasts","23 (4)","416-431","Journal of Business and Economic Statistics",,"0735-0015",2005-Oct-01,,,"10.1198/073500105000000018",,,,False,0,"Komunjer,I.",True,"---",False,"---",False
,"0149",34,,930745,1,,"D","Strong contagion with weak spillovers","9 (2)","262-283","Review of Economic Dynamics",,"1094-2025",2007-Apr-01,,,"10.1016/j.red.2006.01.001",,,,False,0,"Ellison,M",True,"Vilmunen,J.",True,"---",False
,"0149",34,,930745,3,,"D","Monetary models and technology shocks","81 (1)","47-53","Economics Letters",,"0165-1765",2003-Oct-01,,,"10.1016/S0165-1765(03)00153-8",,,,False,0,,,,,,
,"0149",34,,930745,4,,"H","<p>Hyperbolic Discounting and the Phillips Curve</p>",,,"Journal of Money Credit and Banking",,"0022-2879",2007-Aug-16,,"http://economics.sbs.ohio-state.edu/jmcb/jmcb/06382/06382.pdf",,"This article is forthcoming in the Journal of Money, Credit and Banking.",,,False,0,"---",False,"---",False,"Snower,D.J",True
,"0149",34,,930745,2,,"H","Nominal Debt Dynamics, Credit Constraints and Monetary Policy",,,"The B.E. Journal of Macroeconomics (Contributions)",,"1935-1690",2007-Jan-01,,"http://www.bepress.com/bejm/vol7/iss1/art9/",,,,,False,0,"Wright,S",True,"---",False,"---",False
,"0149",34,,930746,2,,"D","Do R&amp;D Tax Credits Work?","85","1-31","Journal of Public Economics",,"0047-2727",2002-Jul-01,,,"10.1016/S0047-2727(01)00086-X",,,,False,0,"Bloom,N",False,"Van Reenen,J.",False,,
,"0149",34,,930746,4,,"D","<p>Product Market Reforms, Labour Market Institutions and Unemployment</p>","117","142-166","The Economic Journal",,"0013-0133",2007-Mar-01,,,"10.1111/j.1468-0297.2007.02039.x",,,,False,0,"Harrison,R.S.",False,"Macartney,G.",False,,
,"0149",34,,930746,1,,"D","How Special is the Special Relationship? Using the impact of US R&amp;D spillovers on UK firms as a test of technology sourcing","96 (5)","1859-1875","American Economic Review",,"0002-8282",2006-Dec-01,,,"10.1257/aer.96.5.1859",,,,False,0,"Harrison,R.S",False,"Van Reenen,J.",False,,
,"0149",34,,930746,3,,"D","Competition and innovation: an inverted U relationship","120 (2)","701-728","Quarterly Journal of Economics",,"0033-5533",2005-May-01,,"http://www.mitpressjournals.org/doi/pdf/10.1162/0033553053970214","10.1162/0033553053970214",,,,False,2,"Aghion,P",False,"Bloom,N",False,"Blundell,R",False
,"0149",34,,930747,1,,"D","Herd Behavior in a Laboratory Financial Market","95 (5)","1427-1443","American Economic Review",,"0002-8282",2005-Dec-01,,"http://www.ingentaconnect.com/content/aea/aer/2005/00000095/00000005/art00005","10.1257/000282805775014443",,,,False,0,"Cipriani,M",True,"---",False,"---",False
,"0149",34,,930747,2,,"D","Noise Trading in a Laboratory Financial Market: A Maximum Likelihood Approach","3 (2-3)","315-321","Journal of the European Economic Association",,"1542-4766",2005-Apr-01,,,"10.1162/jeea.2005.3.2-3.315",,,,False,0,"Cipriani,M",True,"---",False,"---",False
,"0149",34,,930747,3,,"D","Averting Economic Collapse and the Solipsism Bias","57 (2)","254-285","Games and Economic Behavior",,"0899-8256",2006-Nov-01,,"http://www.sciencedirect.com/science?_ob=ArticleURL&_udi=B6WFW-4J4B9C1-2&_user=125795&_coverDate=11%2F30%2F2006&_rdoc=1&_fmt=&_orig=search&_sort=d&view=c&_acct=C000010182&_version=1&_urlVersion=0&_userid=125795&md5=b285821add6278758e0f3ad09de8de2b","10.1016/j.geb.2005.10.003",,,,False,0,"Huck,S",False,"Jeitshko,T.",True,"---",False
,"0149",34,,930747,4,2002,"C","Social Learning and Financial Crises","Risk Measurement and Systemic Risk","77-83","Bank for International Settlements Press","Bank for International Settlements ","92-9197-638-5",,,,,,,,False,0,"Cipriani,M",True,"---",False,"---",False
,"0149",34,,930748,2,,"D","More order with less law: on contract enforcement, trust, and crowding","95 (1)","131-144","American Political Science Review",,"0003-0554",2001-Mar-01,,,"10.1017/S0003055401000211",,,,False,0,"Bohnet,I",True,"Frey,B.S.",True,"---",False
,"0149",34,,930748,1,,"D","Through trial &amp; error to collusion","45 (1)","205-224","International Economic Review",,"0020-6598",2004-Feb-01,,,"10.1111/j.1468-2354.2004.00122.x",,,,False,0,"Normann,H.T",True,"Oechssler,J.",True,"---",False
,"0149",34,,930748,4,,"D","The dynamics of neighborhood watch and norm enforcement","117 (1)","270-286","Economic Journal",,"0013-0133",2007-Jan-01,,"http://www.ingentaconnect.com/content/bpl/ecoj/2007/00000117/00000516/art00012;jsessionid=5h6wgcjd7c5ub.victoria","10.1111/j.1468-0297.2007.02011.x",,,,False,0,"Kosfeld,M.",True,"---",False,"---",False
,"0149",34,,930748,3,,"D","Imitation: Theory and Experimental Evidence","136 (1)","217-235","Journal of Economic Theory",,"0022-0531",2007-Sep-01,,,"10.1016/j.jet.2006.07.006",,,,False,0,"Apesteguia,J",True,"Oechssler,J.",True,"---",False
,"0149",34,,930750,1,,"D","Efficient design with interdependent valuations","69","1237-1259","Econometrica",,"0012-9682",2001-Sep-01,,,"10.1111/1468-0262.00240",,,,False,0,"Moldovanu,B.",True,"---",False,"---",False
,"0149",34,,930750,2,,"D","Gradualism in Bargaining and Contribution Games","71","975-1000","Review of Economic Studies",,"0034-6527",2004-Dec-01,,,"10.1111/0034-6527.00311",,,,False,0,"Compte,O.",True,"---",False,"---",False
,"0149",34,,930750,4,,"D","Analogy-based Expectation Equilibrium","123","81-104","Journal of Economic Theory",,"0022-0531",2005-Aug-01,,,"10.1016/j.jet.2003.12.003",,,,False,0,,,,,,
,"0149",34,,930750,3,,"D","Dynamic Processes of Social and Economic Interactions: on the Persistence of Inefficiencies"," (113)","626-667","Journal of Political Economy",,"0022-3808",2005-Jun-01,,,"10.1086/429136",,,,False,0,"Gomes,A.",True,"---",False,"---",False
,"0149",34,,930751,1,,"D","Income maintenance and labour force participation","73 (2)","341-376","Econometrica",,"0012-9682",2005-Mar-01,,,"10.1111/j.1468-0262.2005.00582.x",,,,False,0,,,,,,
,"0149",34,,930751,2,,"D","Optimal incentives for labour force participation","89 (2-3)","395-425","Journal of Public Economics",,"0047-2727",2005-Feb-01,,,"10.1016/j.jpubeco.2004.04.001",,,,False,0,"Chone,P.",True,"---",False,"---",False
,"0149",34,,930751,4,,"D","Labour market institutions and employment in France","17 (1)","25-48","Journal of Applied Econometrics",,"0883-7252",2002-Feb-01,,,"10.1002/jae.656","Winner of Richard Stone Prize for the best paper published in 2002-2003.",,,False,0,"Salanie,B.",True,"---",False,"---",False
,"0149",34,,930751,3,,"D","A model of commodity prices after Sir Arthur Lewis","71 (2)","289-310","Journal of Development Economics",,"0304-3878",2003-Aug-01,,,"10.1016/S0304-3878(03)00030-0",,,,False,0,"Deaton,A.",True,"---",False,"---",False
,"0149",34,,930752,1,,"H","Demand Properties in Household Nash Equilibrium",,,,,,2007-Jan-01,,"http://www.ifs.org.uk/publications.php?publication_id=3828",,,,,False,0,,,,,,
,"0149",34,,930752,4,,"D","Collective and Unitary Models of Household Behaviour: A Clarification","4 (1)","5-14","Review of Economics of the Household",,"1569-5239",2006-Mar-01,,"http://www.springerlink.com/content/m7j5576265056715/","10.1007/s11150-005-6694-2",,,,False,0,"Browning,M",True,"Chiappori,P-A",True,"---",False
,"0149",34,,930752,3,,"D","Children and Demand: Direct and Non Direct Effects","1 (1-2)","9-31","Review of Economics of the Household",,"1569-5239",2003-Jan-01,,"http://www.springerlink.com/content/v72x477526m74440/?p=6957c7e3129e4c5faee6e9d398e6c159&pi=2","10.1023/A:1021895313920",,,,False,0,"Browning,M",True,"---",False,"---",False
,"0149",34,,930752,2,,"D","Tests of Income Pooling in Household Decisions","4 (4)","720-748","Review of Economic Dynamics",,"1094-2025",2002-Oct-01,,,"10.1006/redy.2002.0191",,,,False,0,"Attanasio,O",True,"---",False,"---",False
,"0149",34,,930753,3,,"D","Semiparametric Estimation of a Panel Data Proportional Hazards Model with Fixed Effects","119 (1)","155-198","Journal of Econometrics",,"0304-4076",2004-Mar-01,,,"10.1016/S0304-4076(03)00203-3",,,,False,0,"Horowitz,J.L",True,"---",False,"---",False
,"0149",34,,930753,2,,"D","Nonparametric Estimation of an Additive Quantile Regression Model","100 (472)","1238-1249","Journal of the American Statistical Association",,"0162-1459",2005-Dec-01,,,"10.1198/016214505000000583",,,,False,0,"Horowitz,J.L",True,"---",False,"---",False
,"0149",34,,930753,1,,"D","Identification of a Competing Risks Model with Unknown Transformations of Latent Failure Times","93 (4)","996-1002","Biometrika",,"0006-3444",2006-Dec-01,,,"10.1093/biomet/93.4.996",,,,False,0,,,,,,
,"0149",34,,930753,4,,"D","Nonparametric instrumental variables estimation of a quantile regression model","75 (4)","1191-1208","Econometrica",,"0012-9682",2007-Jul-01,,,"10.1111/j.1468-0262.2007.00786.x",,,,False,0,"Horowitz,J.L",True,"---",False,"---",False
,"0149",34,,930754,1,,"H","Consumption inequality and intrahousehold allocations",,,,,,2007-Jul-01,,"http://www.ifs.org.uk/wps/wp0907.pdf",,"revise and resubmit at Review of Economic Studies",,,False,0,"Seitz,S.",True,"---",False,"---",False
,"0149",34,,930754,4,,"H","On-the-Job Search and Precautionary Savings: Theory and Empirics of Earnings and Wealth Inequality",,,,,,2006-Dec-01,,"http://ideas.repec.org/p/red/sed006/137.html",,,,,False,0,,,,,,
,"0149",34,,930754,2,,"H","Equilibrium policy experiments and the evaluation of social programs",,,,,,2004-Feb-01,,"http://www.nber.org/papers/w10283.pdf",,"revise and resubmit at International Economic 
Also: NBER Working Paper No. 10283",,,False,0,"Seitz,S",True,"Smith,J.",True,"---",False
,"0149",34,,930754,3,,"H","Evaluating search and matching models using experimental data",,,,,,2005-Aug-01,,"http://www.crest.fr/groupelect/Lise%20Seitz%20Smith%20IER.pdf",,"revise and resubmit at Journal of the European Economic Association",,,False,0,"Seitz,S",True,"Smith,J.",True,"---",False
,"0149",34,,930755,2,,"D","Valuing English Primary Schools","53","197-219","Journal of Urban Economics",,"0094-1190",2003-Jan-01,,,"10.1016/S0094-1190(02)00516-8",,,,False,0,"Gibbons,S",False,,,,
,"0149",34,,930755,1,,"D","Paying For Primary Schools: Admissions Constraints, School Popularity or Congestion?","116 (510)","77-92","Economic Journal",,"0013-0133",2006-Jan-01,,,"10.1111/j.1468-0297.2006.01077.x",,,,False,0,"Gibbons,S",False,,,,
,"0149",34,,930755,4,,"D","New Technology in Schools: Is There a Payoff?","117 (522)","1145-1167","Economic Journal",,"0013-0133",2007-Jul-01,,,"10.1111/j.1468-0297.2007.02070.x",,,,False,0,"McNally,S",False,"Silva,O.",True,"---",False
,"0149",34,,930755,3,,"D","Where the Minimum Wage Bites Hard: The Introduction of the UK National Minimum Wage to a Low Wage Sector","1 (1)","154-180","Journal of the European Economic Association",,"1542-4766",2003-Jan-01,,,"10.1162/154247603322256792",,,,False,0,"Manning,A",True,"Rahman,L.",False,"---",False
,"0149",34,,930756,2,,"D","Income Variance Dynamics and Heterogeneity","72 (1)","1-32","Econometrica",,"0012-9682",2004-Jan-01,,,"10.1111/j.1468-0262.2004.00476.x",,,,False,0,"Pistaferri,L.",True,"---",False,"---",False
,"0149",34,,930756,4,,"D","Changes in the Distribution of Male and Female Wages Accounting for Employment Composition Using Bounds","75 (2)","323-363","Econometrica",,"0012-9682",2007-Mar-01,,"http://www.blackwell-synergy.com/doi/pdf/10.1111/j.1468-0262.2006.00750.x","10.1111/j.1468-0262.2006.00750.x",,,,False,3,"Blundell,R.W",False,"Gosling,A",True,"Ichimura,H",False
